source_primary,source_secondary,target
CHEBI:22984,CHEBI:27300,UMLS:C0392519
CHEBI:5551,CHEBI:15407,HP:0031247
CHEBI:135976,CHEBI:25187,UMLS:C0009938
CHEBI:16204,CHEBI:31038,MONDO:0001318
UMLS:C0041499,CHEBI:116735,MONDO:0006723
CHEBI:27373,CHEBI:41872,MONDO:0006723
CHEBI:41872,CHEBI:135611,MONDO:0006723
CHEBI:6538,CHEBI:51209,MONDO:0005324
CHEBI:7507,CHEBI:34764,UMLS:C0263233
CHEBI:5130,CHEBI:94557,UMLS:C0740418
CHEBI:5130,CHEBI:94557,UMLS:C0740418
CHEBI:16336,CHEBI:9142,UMLS:C0042344
CHEBI:63611,CHEBI:41879,UMLS:C0549436
CHEBI:8093,CHEBI:94559,MONDO:0005961
CHEBI:3697,CHEBI:190509,MONDO:0100338
CHEBI:8093,CHEBI:5855,MONDO:0005812
CHEBI:31607,CHEBI:27470,MONDO:0010621
CHEBI:44185,UMLS:C3885145,MONDO:0100345
CHEBI:18248,CHEBI:34674,CHEBI:18248
CHEBI:9927,CHEBI:5778,HP:0002757
UNII:UM5219H89V,CHEBI:27470,MONDO:0000755
UNII:UM5219H89V,CHEBI:27470,MONDO:0000755
CHEBI:135930,CHEBI:4784,CHEBI:135930
CHEBI:94557,CHEBI:47381,UMLS:C1611174
CHEBI:231594,CHEBI:4903,HP:0000132
PUBCHEM.COMPOUND:135484651,CHEBI:29034,UMLS:C0240066
CHEBI:5778,CHEBI:4814,MONDO:0005044
UNII:UM5219H89V,CHEBI:27470,UMLS:C0240066
CHEBI:2666,CHEBI:8028,MONDO:0005618
CHEBI:31415,CHEBI:28674,MONDO:0005642
CHEBI:2676,CHEBI:48947,HP:0000371
CHEBI:534,UNII:3FYP5M0IJX,MONDO:0002203
CHEBI:2666,CHEBI:8028,UMLS:C0588007
CHEBI:4470,CHEBI:3219,MONDO:0002009
CHEBI:28077,CHEBI:6030,MONDO:0040753
CHEBI:4653,CHEBI:15365,MONDO:0005098
CHEBI:5551,CHEBI:8093,HP:0001742
CHEBI:8093,CHEBI:94559,MONDO:0005324
CHEBI:3510,CHEBI:48947,MONDO:0005961
CHEBI:8707,CHEBI:39867,MONDO:0004985
CHEBI:15365,CHEBI:22652,UMLS:C0751371
CHEBI:17015,CHEBI:18385,HP:0100503
CHEBI:17015,CHEBI:18385,HP:0100503
CHEBI:50275,CHEBI:32139,UMLS:C0267055
CHEBI:46195,PUBCHEM.COMPOUND:160883,HP:0100607
CHEBI:3614,CHEBI:94563,MONDO:0001039
CHEBI:6784,CHEBI:7627,HP:0100607
CHEBI:4469,CHEBI:132233,MONDO:0005302
CHEBI:27470,CHEBI:75832,UMLS:C0240066
CHEBI:102524,CHEBI:46195,HP:0012228
CHEBI:28939,CHEBI:134753,MONDO:0004514
CHEBI:16914,CHEBI:34764,MONDO:0015597
UNII:K6BUU8J72P,UNII:2WU922TK3L,UMLS:C4049395
CHEBI:100241,CHEBI:41879,MONDO:0005441
CHEBI:133009,CHEBI:85083,UMLS:C4049395
PUBCHEM.COMPOUND:11431811,CHEBI:3207,MONDO:0003781
CHEBI:5551,CHEBI:15407,MONDO:0003781
CHEBI:47381,CHEBI:3374,MONDO:0005416
CHEBI:3508,CHEBI:29377,UMLS:C0851989
CHEBI:190509,CHEBI:3697,UMLS:C0851989
CHEBI:65349,CHEBI:135530,MONDO:0006624
CHEBI:74460,CHEBI:17650,MONDO:0021340
CHEBI:46195,PUBCHEM.COMPOUND:160883,HP:0002487
CHEBI:36560,DRUGBANK:DB11111,UMLS:C0332686
CHEBI:64312,UNII:19FUJ2C58T,MONDO:0004975
CHEBI:31206,CHEBI:30769,HP:0012735
DRUGBANK:DB11330,UMLS:C0982025,MONDO:0002243
CHEBI:71272,CHEBI:6801,MONDO:0005148
CHEBI:75045,CHEBI:75998,MONDO:0005012
CHEBI:8805,CHEBI:6801,MONDO:0005148
CHEBI:9667,CHEBI:16914,MONDO:0002137
CHEBI:135581,CHEBI:135581,MONDO:0002137
CHEBI:6801,CHEBI:8228,MONDO:0005148
CHEBI:31498,CHEBI:36560,UMLS:C0011974
CHEBI:10082,PUBCHEM.COMPOUND:657309,MONDO:0011786
CHEBI:9667,CHEBI:16914,MONDO:0002406
CHEBI:16914,CHEBI:34764,MONDO:0004980
CHEBI:5855,CHEBI:4975,MONDO:0001126
CHEBI:7476,CHEBI:50275,MONDO:0005578
CHEBI:94557,CHEBI:47381,MONDO:0005578
CHEBI:94557,CHEBI:47381,MONDO:0005578
CHEBI:46195,CHEBI:4909,MONDO:0005578
CHEBI:3614,CHEBI:94563,CHEBI:18332
CHEBI:9667,CHEBI:47381,MONDO:0006723
CHEBI:95178,CHEBI:3611,MONDO:0004247
CHEBI:27373,CHEBI:41872,HP:0001609
CHEBI:31623,PUBCHEM.COMPOUND:3467,HP:0000989
CHEBI:8378,CHEBI:194135,MONDO:0003799
CHEBI:5855,CHEBI:22652,HP:0001945
CHEBI:22652,UNII:N667F17JP1,HP:0001945
CHEBI:188986,CHEBI:9599,MONDO:0006875
CHEBI:46195,CHEBI:22652,HP:0012531
CHEBI:28674,CHEBI:41879,HP:0030953
CHEBI:52010,CHEBI:28674,HP:0030953
CHEBI:16199,CHEBI:46859,HP:0033841
CHEBI:22652,CHEBI:46195,HP:0012531
CHEBI:3077,CHEBI:63845,MONDO:0006814
CHEBI:27732,CHEBI:43415,HP:0012531
CHEBI:7507,CHEBI:41879,MONDO:0005480
CHEBI:2567,CHEBI:17823,MONDO:0005298
CHEBI:9667,CHEBI:17630,UMLS:C0863090
CHEBI:133009,CHEBI:85083,UMLS:C4049435
CHEBI:27373,CHEBI:41872,HP:0033050
CHEBI:32914,CHEBI:6456,HP:0033050
CHEBI:32914,CHEBI:17987,HP:0033050
CHEBI:5134,CHEBI:2950,HP:0025095
CHEBI:5134,CHEBI:2950,HP:0410321
UNII:FML8G1U0Y3,CHEBI:33130,UMLS:C0267167
CHEBI:8028,CHEBI:2666,MONDO:0001942
CHEBI:8028,CHEBI:2666,HP:0000713
CHEBI:102484,CHEBI:17334,MONDO:0001031
CHEBI:51450,CHEBI:41879,UMLS:C0015404
DRUGBANK:DB10293,DRUGBANK:DB10297,MONDO:0005972
CHEBI:75722,CHEBI:76128,MONDO:0005091
CHEBI:6801,CHEBI:85078,MONDO:0005300
CHEBI:93363,CHEBI:104017,NCIT:C38031
CHEBI:3207,CHEBI:2549,MONDO:0004979
CHEBI:6715,PUBCHEM.COMPOUND:45357473,UMLS:C5442256
CHEBI:31348,CHEBI:72564,UMLS:C0242656
UMLS:C1577331,UNII:4F4X42SYQ6,UMLS:C0855068
UMLS:C1577331,UNII:4F4X42SYQ6,UNII:4F4X42SYQ6
UMLS:C2369149,UMLS:C2587184,HP:0430034
UMLS:C3179547,CHEBI:44185,HP:0430034
CHEBI:8207,CHEBI:6897,CHEBI:8207
UMLS:C0338204,CHEBI:31348,UniProtKB:A0A8D1C1M1
UMLS:C0111046,DRUGBANK:DB10448,MONDO:0004574
CHEBI:73274,CHEBI:6801,MONDO:0005148
CHEBI:3082,CHEBI:8207,MONDO:0001792
CHEBI:32588,CHEBI:26710,MONDO:0002022
CHEBI:94557,CHEBI:76128,UMLS:C3495832
CHEBI:9168,UMLS:C0010592,EFO:0009573
CHEBI:9168,UMLS:C0010592,EFO:0009573
CHEBI:73274,CHEBI:6801,MONDO:0005148
CHEBI:27300,UNII:UMD7G2653W,EFO:0009573
CHEBI:90926,CHEBI:31536,EFO:0009573
CHEBI:9927,UMLS:C4033447,MONDO:0005009
UMLS:C0085272,CHEBI:7627,MONDO:0005133
CHEBI:2666,CHEBI:3611,UMLS:C0588008
CHEBI:32114,CHEBI:52010,UMLS:C0852402
CHEBI:2666,CHEBI:3611,UMLS:C0588007
CHEBI:17594,CHEBI:15367,MONDO:0019289
CHEBI:231594,CHEBI:16469,MONDO:0006004
CHEBI:35176,CHEBI:28304,UMLS:C0475858
CHEBI:31515,CHEBI:6375,UMLS:C0267167
CHEBI:31498,CHEBI:36560,MONDO:0002406
DRUGBANK:DB15794,CHEBI:46859,UMLS:C0234251
CHEBI:132975,CHEBI:132967,EFO:0004338
CHEBI:75045,CHEBI:75998,MONDO:0007915
CHEBI:49603,CHEBI:6413,NCIT:C15421
CHEBI:8107,CHEBI:6758,MONDO:0001162
CHEBI:2549,CHEBI:5551,HP:0030828
CHEBI:2549,CHEBI:5551,HP:0030828
CHEBI:48947,CHEBI:9587,UMLS:C0851631
UNII:PQX0D8J21J,UNII:8L7891MRB6,MONDO:0005974
CHEBI:3311,CHEBI:27300,MONDO:0001068
CHEBI:68606,CHEBI:76010,UMLS:C0877599
CHEBI:31608,CHEBI:27470,UMLS:C1623040
CHEBI:75832,CHEBI:27470,UMLS:C1623040
CHEBI:7627,CHEBI:16469,MONDO:0001410
UNII:2J3H5C81A5,CHEBI:9907,UNII:V9G7HR5L1Q
UMLS:C3885145,CHEBI:44185,MONDO:0100345
CHEBI:4653,CHEBI:15365,MONDO:0005098
CHEBI:50815,CHEBI:16469,NCIT:C3852
DRUGBANK:DB11097,UNII:K9NXW456E2,MONDO:0021063
CHEBI:6541,CHEBI:5778,HP:0001712
CHEBI:37924,CHEBI:72291,UniProtKB:A0A8D1B937
CHEBI:82977,CHEBI:85083,NCIT:C15175
CHEBI:63580,UMLS:C0391001,NCIT:C15175
CHEBI:5551,CHEBI:15407,HP:0012735
CHEBI:66910,UNII:DPT0O3T46P,UMLS:C5395609
CHEBI:32354,CHEBI:93363,MONDO:0004785
CHEBI:34674,CHEBI:17234,MONDO:0018597
CHEBI:63925,CHEBI:9599,NCIT:C50611
CHEBI:2668,CHEBI:38545,EFO:0009573
CHEBI:46345,CHEBI:16914,UMLS:C0853833
CHEBI:39548,CHEBI:2668,MONDO:0005010
CHEBI:34683,CHEBI:34683,MONDO:0002203
UNII:4F4X42SYQ6,UMLS:C1699394,MONDO:0004095
UMLS:C4033447,CHEBI:9927,MONDO:0005252
UNII:N7Q9NLF11I,UMLS:C5418027,UNII:JSV288Q5CV
CHEBI:68642,CHEBI:8382,MONDO:0005252
CHEBI:3216,CHEBI:7459,MONDO:0005530
CHEBI:6715,CHEBI:16469,UMLS:C0853662
CHEBI:31980,NCBIGene:213,MONDO:0001155
CHEBI:145536,UMLS:C0210630,MONDO:0009693
CHEBI:3614,CHEBI:4636,UMLS:C0419324
CHEBI:59732,CHEBI:53691,NCIT:C35135
CHEBI:50742,CHEBI:16469,MONDO:0008170
CHEBI:9667,CHEBI:17630,MONDO:0004863
UMLS:C2346820,UMLS:C1367202,MONDO:0005112
UNII:B72HH48FLU,CHEBI:44185,MONDO:0008383
CHEBI:48947,CHEBI:472657,MONDO:0005113
UMLS:C0041499,CHEBI:94725,UMLS:C0555971
CHEBI:31623,UNII:WA1RT89G9X,MONDO:0004872
CHEBI:36773,UNII:2R04ONI662,HP:0410339
CHEBI:41872,CHEBI:22652,MONDO:0006771
CHEBI:32139,CHEBI:8768,MONDO:0001126
CHEBI:41879,CHEBI:52010,MONDO:0001317
UNII:65C72P1860,CHEBI:49327,MONDO:0000755
UNII:65C72P1860,CHEBI:49327,MONDO:0000755
CHEBI:231594,CHEBI:4903,MONDO:0000755
CHEBI:231594,CHEBI:4903,MONDO:0000755
DRUGBANK:DB11082,CHEBI:16914,MONDO:0005083
CHEBI:10454,CHEBI:135214,MONDO:0002009
CHEBI:16914,CHEBI:34764,MONDO:0005083
CHEBI:8093,CHEBI:5855,UMLS:C0281856
CHEBI:34764,CHEBI:7507,MONDO:0002406
CHEBI:46195,CHEBI:4909,MONDO:0008383
CHEBI:3510,CHEBI:48947,HP:0002783
CHEBI:9667,CHEBI:7507,MONDO:0001046
CHEBI:34764,CHEBI:7507,MONDO:0006546
CHEBI:3510,CHEBI:48947,UMLS:C0041912
CHEBI:17712,CHEBI:16742,HP:0001410
CHEBI:22652,CHEBI:46195,MONDO:0005709
CHEBI:52010,CHEBI:5855,UMLS:C0264222
CHEBI:9421,CHEBI:134719,UMLS:C4727977
CHEBI:90943,CHEBI:63616,MONDO:0005233
CHEBI:2668,CHEBI:3347,MONDO:0005044
DRUGBANK:DB16613,PUBCHEM.COMPOUND:3467,MONDO:0003212
CHEBI:7789,CHEBI:5855,HP:0002027
CHEBI:47381,CHEBI:63610,MONDO:0001056
UMLS:C1328025,UMLS:C0338204,EFO:0009573
CHEBI:32015,CHEBI:8774,MONDO:0001162
CHEBI:8207,CHEBI:6897,CHEBI:8207
CHEBI:9321,CHEBI:229539,MONDO:0025598
CHEBI:76612,UNII:4F4X42SYQ6,CHEBI:91326
UNII:39IS23Q1EW,CHEBI:50131,MONDO:0018881
CHEBI:18243,CHEBI:17234,MONDO:0005252
CHEBI:17754,CHEBI:39561,MONDO:0021201
UNII:PQX0D8J21J,CHEBI:46345,CHEBI:33364
CHEBI:39548,CHEBI:2668,MONDO:0005010
UNII:DLE8519RWM,UNII:DPT0O3T46P,MONDO:0005221
CHEBI:39548,CHEBI:15365,MONDO:0002928
UNII:0PA7CJ4RFB,CHEBI:247956,HP:0012390
CHEBI:3493,CHEBI:9321,MONDO:0005113
CHEBI:135564,CHEBI:16469,NCIT:C3852
CHEBI:31415,CHEBI:28674,NCIT:C187286
CHEBI:134743,CHEBI:85083,UMLS:C4049392
DRUGBANK:DB11058,CHEBI:36560,MONDO:0002406
CHEBI:64064,CHEBI:5134,MONDO:0004979
CHEBI:94557,CHEBI:32192,MONDO:0021167
CHEBI:27373,CHEBI:10082,MONDO:0005091
CHEBI:22469,PUBCHEM.COMPOUND:2758,MONDO:0004777
PUBCHEM.COMPOUND:11431811,CHEBI:6970,MONDO:0005002
CHEBI:135222,CHEBI:8093,MONDO:0006031
UNII:8NZ41MIK1O,CHEBI:15365,MONDO:0041656
CHEBI:50275,CHEBI:32139,MONDO:0001126
CHEBI:41872,CHEBI:135611,MONDO:0006723
CHEBI:164200,CHEBI:28741,MONDO:0005276
CHEBI:90217,CHEBI:28680,MONDO:0018874
CHEBI:9321,CHEBI:28971,UMLS:C0003044
CHEBI:28939,CHEBI:134753,MONDO:0005709
CHEBI:7507,CHEBI:34764,MONDO:0004795
CHEBI:46195,CHEBI:22652,UMLS:C0743842
CHEBI:190509,CHEBI:3697,UMLS:C0852351
CHEBI:15765,CHEBI:39585,MONDO:0014231
CHEBI:5088,CHEBI:135538,MONDO:0005297
CHEBI:15640,CHEBI:29034,HP:0100507
CHEBI:17347,CHEBI:17347,HP:0000823
CHEBI:25107,CHEBI:27363,UMLS:C0235950
CHEBI:177605,CHEBI:7735,MONDO:0005090
CHEBI:8346,CHEBI:18332,MONDO:0005397
CHEBI:2668,CHEBI:38545,MONDO:0006021
CHEBI:22984,CHEBI:27300,UMLS:C0392519
CHEBI:3077,CHEBI:7507,UMLS:C4551678
CHEBI:135492,CHEBI:50156,UMLS:C0851300
CHEBI:3638,CHEBI:6456,MONDO:0005136
CHEBI:74460,CHEBI:17650,MONDO:0006552
CHEBI:74460,CHEBI:17650,UMLS:C0086196
UMLS:C0041499,CHEBI:94725,HP:0000155
CHEBI:4631,CHEBI:28775,MONDO:0004872
CHEBI:17650,CHEBI:8357,MONDO:0004872
UNII:0PA7CJ4RFB,CHEBI:247956,MONDO:0004872
CHEBI:16336,CHEBI:47381,MONDO:0005173
CHEBI:94563,CHEBI:32914,MONDO:0006723
CHEBI:88258,CHEBI:45924,UMLS:C0729525
CHEBI:3510,CHEBI:48947,MONDO:0003781
UNII:9810NUL4D1,PUBCHEM.COMPOUND:11431811,MONDO:0001358
CHEBI:164200,CHEBI:29385,MONDO:0011438
CHEBI:9667,CHEBI:17630,MONDO:0011438
CHEBI:51209,CHEBI:52010,MONDO:0005961
CHEBI:31623,UNII:WA1RT89G9X,HP:0012390
PUBCHEM.COMPOUND:54671203,CHEBI:17076,MONDO:0005683
CHEBI:3510,CHEBI:48947,MONDO:0004652
CHEBI:5779,CHEBI:46195,UMLS:C0278140
CHEBI:8093,CHEBI:94559,MONDO:0005812
CHEBI:47381,CHEBI:8768,NCIT:C3137
CHEBI:2668,CHEBI:38545,UMLS:C0342879
CHEBI:9671,CHEBI:5778,MONDO:0003019
CHEBI:94557,CHEBI:76128,UMLS:C1611174
CHEBI:48273,CHEBI:6741,MONDO:0100431
CHEBI:3698,CHEBI:5778,MONDO:0005044
CHEBI:261649,CHEBI:3311,MONDO:0007186
CHEBI:15882,CHEBI:16914,HP:0000989
CHEBI:4975,CHEBI:4909,HP:0002487
CHEBI:8354,CHEBI:92712,UMLS:C0573242
CHEBI:31623,PUBCHEM.COMPOUND:3467,UMLS:C0043241
CHEBI:2500,CHEBI:16914,HP:0003419
CHEBI:2676,CHEBI:136048,MONDO:0005113
CHEBI:17015,CHEBI:18385,MONDO:0002203
CHEBI:145371,UNII:8L7891MRB6,MONDO:0005012
UMLS:C2346820,UMLS:C1367202,MONDO:0005012
CHEBI:74460,CHEBI:17650,HP:0033120
CHEBI:16199,CHEBI:17650,HP:0033120
CHEBI:78320,CHEBI:16914,MONDO:0001209
UMLS:C3641122,UMLS:C1948073,UMLS:C0278987
CHEBI:2666,CHEBI:45951,MONDO:0002009
UMLS:C2346820,UMLS:C1367202,UMLS:C0278987
UMLS:C2346820,UMLS:C1367202,UMLS:C0278987
UMLS:C1367202,UMLS:C2346820,UMLS:C0278987
CHEBI:68579,CHEBI:15365,MONDO:0005098
CHEBI:51209,CHEBI:15365,HP:0001742
CHEBI:68478,CHEBI:61049,UMLS:C0400968
CHEBI:31807,PUBCHEM.COMPOUND:160883,HP:0100607
CHEBI:53579,CHEBI:52010,UMLS:C0700184
CHEBI:17015,CHEBI:18385,UMLS:C0751371
CHEBI:3614,CHEBI:5130,MONDO:0001039
CHEBI:10082,CHEBI:135978,HP:0001742
CHEBI:100241,CHEBI:41879,MONDO:0001051
CHEBI:7553,CHEBI:34914,MONDO:0004664
UNII:0H8KZ470DW,CHEBI:51860,MONDO:0005302
CHEBI:59919,CHEBI:15765,MONDO:0005180
CHEBI:5931,CHEBI:5931,UMLS:C1802373
CHEBI:52010,CHEBI:81717,MONDO:0005492
CHEBI:5551,CHEBI:52010,MONDO:0700226
CHEBI:9398,CHEBI:521033,MONDO:0021259
CHEBI:15354,CHEBI:135523,MONDO:0043653
CHEBI:7476,CHEBI:10650,UMLS:C1740836
CHEBI:9449,CHEBI:5551,MONDO:0001358
CHEBI:48947,CHEBI:472657,MONDO:0020920
CHEBI:41879,CHEBI:28864,MONDO:0020283
CHEBI:5088,CHEBI:135538,MONDO:0006032
CHEBI:52010,CHEBI:28674,UMLS:C0235263
PUBCHEM.COMPOUND:11431811,CHEBI:3207,MONDO:0004849
CHEBI:7507,CHEBI:3001,MONDO:0021340
CHEBI:68478,CHEBI:4953,MONDO:0007254
UNII:2WU922TK3L,UNII:K6BUU8J72P,UMLS:C4049420
CHEBI:16914,CHEBI:3001,MONDO:0006608
CHEBI:64733,CHEBI:30769,MONDO:0001106
CHEBI:5088,CHEBI:135538,HP:0000020
CHEBI:18145,CHEBI:12777,HP:0100513
CHEBI:85083,CHEBI:133009,MONDO:0005354
CHEBI:46195,CHEBI:76128,NCIT:C34887
UMLS:C0111046,DRUGBANK:DB14016,HP:0033589
CHEBI:36560,DRUGBANK:DB11111,MONDO:0018874
CHEBI:91858,CHEBI:5779,HP:0012735
CHEBI:28939,CHEBI:134753,MONDO:0011786
UMLS:C3827149,UMLS:C2346820,MONDO:0005012
CHEBI:145371,UNII:8L7891MRB6,MONDO:0005012
CHEBI:16914,CHEBI:34764,MONDO:0002137
CHEBI:135285,CHEBI:6801,MONDO:0005148
CHEBI:6801,CHEBI:72323,MONDO:0005148
CHEBI:6801,CHEBI:5384,MONDO:0005148
DRUGBANK:DB16613,PUBCHEM.COMPOUND:3467,MONDO:0006816
CHEBI:102484,CHEBI:17076,MONDO:0000889
CHEBI:16914,CHEBI:3001,MONDO:0002406
CHEBI:9150,CHEBI:49040,MONDO:0005439
CHEBI:16914,CHEBI:34764,MONDO:0004980
UMLS:C0041499,CHEBI:41872,MONDO:0002508
CHEBI:63627,CHEBI:77898,MONDO:0006014
CHEBI:3614,CHEBI:5130,MONDO:0002508
CHEBI:7476,CHEBI:94557,MONDO:0005578
CHEBI:4975,CHEBI:4909,MONDO:0005578
CHEBI:15940,CHEBI:94731,MONDO:0005578
CHEBI:22652,UNII:C3B9R0E116,HP:0001609
CHEBI:39548,CHEBI:25681,MONDO:0011374
CHEBI:3614,CHEBI:9620,MONDO:0005230
CHEBI:7789,CHEBI:6717,UMLS:C0278138
CHEBI:7789,CHEBI:6717,UMLS:C0278138
CHEBI:52010,CHEBI:9667,MONDO:0003799
CHEBI:6538,CHEBI:51209,HP:0000989
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:46195,CHEBI:22652,HP:0012531
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:26710,CHEBI:16899,MONDO:0006810
CHEBI:31807,PUBCHEM.COMPOUND:160883,UMLS:C0151824
CHEBI:74500,CHEBI:135624,MONDO:0024268
CHEBI:41872,CHEBI:135611,MONDO:0002258
CHEBI:26710,CHEBI:16899,MONDO:0006875
CHEBI:17015,CHEBI:18385,HP:0002829
CHEBI:50785,CHEBI:4903,HP:0100608
CHEBI:27594,CHEBI:31498,NCIT:C50550
CHEBI:9667,CHEBI:16914,MONDO:0005480
CHEBI:17716,CHEBI:18332,MONDO:0009718
CHEBI:15940,CHEBI:94731,MONDO:0018874
CHEBI:27300,CHEBI:12777,MONDO:0100471
CHEBI:51209,CHEBI:84116,UMLS:C0852126
UMLS:C0041499,CHEBI:94725,HP:0033050
UNII:S3V868548T,CHEBI:52010,MONDO:0005709
CHEBI:3614,CHEBI:6456,HP:0033050
UNII:3U02EL437C,CHEBI:15367,MONDO:0011438
CHEBI:135642,CHEBI:31498,UMLS:C0267167
CHEBI:34674,CHEBI:17234,HP:0001907
DRUGBANK:DB10339,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10321,DRUGBANK:DB10320,MONDO:0005114
CHEBI:6909,CHEBI:7660,MONDO:0005993
CHEBI:27300,CHEBI:12777,UMLS:C1272352
UNII:2WU922TK3L,UNII:K6BUU8J72P,MONDO:0005155
CHEBI:28680,CHEBI:41977,UMLS:C0796611
CHEBI:17303,CHEBI:7465,UniProtKB:A0A8D0SEZ5
DRUGBANK:DB09877,UMLS:C0305062,UMLS:C3263723
UMLS:C0071214,UMLS:C1372952,MONDO:0005504
CHEBI:7565,CHEBI:6456,HP:0012390
UNII:3XVL385Q0M,CHEBI:44185,MONDO:0100345
CHEBI:75998,CHEBI:75045,UniProtKB:A0A8D0SEZ5
CHEBI:2668,CHEBI:38545,UMLS:C0522060
CHEBI:15428,CHEBI:15365,MONDO:0005010
UNII:K6BUU8J72P,UNII:2WU922TK3L,MONDO:0005155
CHEBI:75179,CHEBI:90879,UMLS:C0338204
CHEBI:135096,CHEBI:16914,HP:0003326
UMLS:C0796392,CHEBI:63632,MONDO:0001944
UMLS:C2987409,CHEBI:63791,MONDO:0010643
UMLS:C2346820,UMLS:C1367202,UMLS:C0862906
CHEBI:5855,CHEBI:51209,UMLS:C0852402
CHEBI:28674,CHEBI:35176,HP:0025337
CHEBI:63631,CHEBI:8080,EFO:0004338
CHEBI:48947,CHEBI:2676,MONDO:0005441
CHEBI:3215,CHEBI:6741,NCIT:C34887
CHEBI:50815,CHEBI:16469,MONDO:0006004
CHEBI:93363,CHEBI:84115,NCIT:C50572
CHEBI:6061,CHEBI:5775,DRUGBANK:DB10557
UNII:2WU922TK3L,UNII:K6BUU8J72P,DRUGBANK:DB11066
CHEBI:66901,UNII:8RW88Y506K,UniProtKB:A0A8D0UYS7
CHEBI:35176,CHEBI:28304,UMLS:C0853619
CHEBI:40279,CHEBI:3023,HP:0002149
CHEBI:27470,CHEBI:75832,MONDO:0000755
CHEBI:27470,CHEBI:75832,MONDO:0000755
CHEBI:18067,CHEBI:28865,MONDO:0009211
CHEBI:48947,CHEBI:9587,UMLS:C1112209
CHEBI:74460,CHEBI:3077,NCIT:C3137
CHEBI:9679,CHEBI:27300,MONDO:0100471
CHEBI:75998,CHEBI:75045,UMLS:C5395609
CHEBI:480999,CHEBI:27899,UMLS:C0855068
CHEBI:39548,CHEBI:2668,MONDO:0005148
CHEBI:63618,CHEBI:15365,MONDO:0005267
CHEBI:26710,CHEBI:32588,HP:0001944
UNII:2WU922TK3L,UNII:K6BUU8J72P,MONDO:0005155
CHEBI:16469,CHEBI:231594,MONDO:0005298
CHEBI:72690,CHEBI:41879,CHEBI:63791
CHEBI:72291,CHEBI:367163,MONDO:0005821
UNII:K6BUU8J72P,UNII:2WU922TK3L,EFO:0004338
UMLS:C0391001,CHEBI:63580,MONDO:0005155
CHEBI:52010,CHEBI:5779,HP:0012735
UNII:70BSQ12069,CHEBI:39867,MONDO:0002009
CHEBI:31348,CHEBI:31941,CHEBI:5971
UMLS:C2346820,CHEBI:72317,DRUGBANK:DB00083
UMLS:C0796392,CHEBI:63632,MONDO:0001944
CHEBI:5383,CHEBI:8228,CHEBI:50992
UNII:LIA7Z4002P,CHEBI:15377,MONDO:0005252
CHEBI:15365,CHEBI:6761,MONDO:0001942
CHEBI:8024,CHEBI:39548,UMLS:C0013221
CHEBI:291342,CHEBI:51209,CHEBI:7862
CHEBI:233309,UNII:PQX0D8J21J,CHEBI:5971
CHEBI:85164,CHEBI:4672,MONDO:0005233
CHEBI:135563,CHEBI:4903,EFO:0004340
CHEBI:135611,CHEBI:17824,UMLS:C0178808
UNII:81F061RQS4,UNII:7Y4N11PXO8,MONDO:0000945
CHEBI:3614,CHEBI:39561,UMLS:C1112715
UMLS:C0004599,CHEBI:7507,MONDO:0003198
CHEBI:9667,CHEBI:4754,MONDO:0006816
UMLS:C2346820,UMLS:C1367202,MONDO:0005112
CHEBI:45924,CHEBI:8310,MONDO:0006668
UMLS:C1172157,CHEBI:44185,MONDO:0008383
CHEBI:48213,CHEBI:48220,MONDO:0005318
CHEBI:2668,CHEBI:38545,UMLS:C0340288
CHEBI:74500,CHEBI:135402,MONDO:0001410
UNII:DPT0O3T46P,CHEBI:85994,MONDO:0005086
CHEBI:94557,CHEBI:44445,MONDO:0008383
CHEBI:7507,UMLS:C0004599,MONDO:0005504
CHEBI:4754,CHEBI:9667,MONDO:0004980
CHEBI:7507,CHEBI:34764,MONDO:0006546
DRUGBANK:DB15823,CHEBI:27974,HP:0002783
UNII:RUU8G67GQM,CHEBI:16914,MONDO:0001786
CHEBI:29385,CHEBI:16914,MONDO:0011438
CHEBI:17716,CHEBI:18332,MONDO:0002108
CHEBI:48947,CHEBI:472657,UMLS:C0264222
UNII:DPT0O3T46P,CHEBI:63616,MONDO:0006292
CHEBI:2676,CHEBI:48947,UMLS:C5577613
CHEBI:59477,CHEBI:3077,MONDO:0002406
CHEBI:27306,CHEBI:3994,MONDO:0002317
CHEBI:7789,CHEBI:5855,HP:0002027
CHEBI:41879,CHEBI:28864,UMLS:C0015404
UNII:F70C5K4786,CHEBI:41879,UNII:CUJ2MVI71Y
CHEBI:16914,CHEBI:34764,MONDO:0009848
CHEBI:71940,CHEBI:76607,MONDO:0016698
UMLS:C0657912,CHEBI:28115,MONDO:0020696
UNII:3U02EL437C,CHEBI:3764,UMLS:C0549310
UNII:NQ14646378,CHEBI:36560,UniProtKB:P00750-1
UMLS:C2346820,UMLS:C1367202,MONDO:0024883
CHEBI:18248,CHEBI:22652,MONDO:0002280
CHEBI:15428,CHEBI:15365,MONDO:0001200
CHEBI:7553,CHEBI:32599,MONDO:0015260
